Monthly Income,Savings & Investments,Fixed Expenses,Variable Expenses,Existing Loans & Liabilities,Spending Behavior,Investment Strategy,financial stability,payment consistency,spending & budgeting discipline,financial adaptability
60076,42823,73586,4802,391620,92.0067914,9.856989294,40.79998668,99.2776919,0,20.39999334
175291,76583,68522,9284,224283,94.70366419,25.45418891,99.30230303,99.74925446,55.61323742,49.65115151
117855,61620,17113,32127,168334,72.74023164,26.79666368,100,99.4348095,58.21984642,55.25221671
121259,49257,77551,32871,279269,72.89190905,14.99333386,49.5583833,99.75543468,8.937068589,24.77919165
183120,14410,18206,3144,434405,98.28309305,3.210677005,96.21013543,99.88780895,88.34097859,48.10506772
42029,34122,79911,11517,169750,72.59749221,16.73697222,0,99.55981169,0,0
54775,94186,49976,29553,63995,46.04655408,59.54318155,100,99.64730458,0,63.37927887
52803,87651,69822,21681,221603,58.93983296,28.34272152,92.70495995,99.40164473,0,46.35247997
99446,22359,34282,48026,496669,51.70645375,4.307860077,39.71703236,99.6958705,17.23347344,19.85851618
159125,52706,33170,42960,56911,73.00235664,48.08195809,85.27949725,99.75477854,52.15710919,42.63974863
96749,26963,49787,32783,443401,66.11541205,5.732368974,42.52447054,99.29825368,14.65544864,21.26223527
146903,37285,55291,24259,160136,83.48638217,18.88603543,71.22931458,99.72700112,45.8486212,35.61465729
135879,99092,71649,40782,173761,69.98653214,36.3169912,90.18317768,99.56582189,17.25652971,45.09158884
162787,95979,40845,4492,237061,97.24056589,28.81906077,100,99.66034519,72.14949597,65.55468188
193994,67353,38948,16541,368968,91.47344763,15.43657078,100,99.16331437,71.39653804,53.05782653
64325,59443,44723,32680,6569,49.19549164,90.04877901,72.07928488,99.55002781,0,36.03964244
37060,61339,62590,22120,329367,40.31300594,15.69952855,36.93739881,99.36743695,0,18.46869941
56229,10259,21801,36346,450289,35.3607569,2.227563685,14.83398246,99.16233943,0,7.416991232
58694,38339,31333,23945,38317,59.20366647,50.01434982,71.14015061,99.88784483,5.820015675,35.57007531
166276,30230,79441,34733,201778,79.11123674,13.02972311,49.51526378,99.38931205,31.33464842,24.75763189
199375,74386,55696,33898,104266,82.99786834,41.63737322,92.37216301,99.58595258,55.06257053,46.1860815
85406,19016,69409,11659,482406,86.34873428,3.792414374,27.34468304,99.41884386,5.079268435,13.67234152
59351,44543,34803,31698,33835,46.59230679,56.83099849,63.00315075,99.77266679,0,31.50157537
165186,42167,66979,7382,75312,95.53109828,35.89322347,80.51045488,99.06929783,54.98347318,40.25522744
52360,74265,65873,25916,389334,50.50420168,16.01923214,66.53170359,99.02783423,0,33.2658518
175748,71373,18324,44173,349224,74.86571682,16.96945057,100,99.41907023,64.43942463,52.52520655
164292,6851,75878,27149,442968,83.47515399,1.523057052,41.46032674,99.85194326,37.29031237,20.73016337
24542,59195,13865,48506,258976,0,18.60477542,87.0589194,99.89158924,0,43.5294597
76933,27162,17445,28944,204527,62.37765328,11.72347414,75.00812395,99.73877967,39.70207843,37.50406198
49633,70232,13622,8494,444873,82.88638607,13.6345017,100,99.76311502,55.44093647,98.47178289
126266,5649,37723,14235,466554,88.72618124,1.19630752,63.32425198,99.54831476,58.85036352,31.66212599
161561,50525,55944,12787,392735,92.08534238,11.39850201,88.73119131,99.25392904,57.45817369,44.36559566
189289,83896,74527,11524,252339,93.91195474,24.95159635,98.8615292,99.06898302,54.53988346,49.4307646
103403,32123,77358,21552,176917,79.15727784,15.36691542,35.41096487,99.66454862,4.345135054,17.70548243
126513,22582,20429,23774,460816,81.20825528,4.671512915,82.91005667,99.15694602,65.06050762,41.45502834
134193,91512,77894,7389,266747,94.49375154,25.54353136,100,99.70637982,36.44750471,52.32091093
35275,39888,36201,15455,429110,56.18710135,8.50494032,66.63926293,99.05677745,0,33.31963147
182169,71256,21130,38165,277329,79.04967365,20.4414992,100,99.13800188,67.45055416,53.28294057
49966,85608,79604,37040,161167,25.86959132,34.69071016,37.88576232,99.46173449,0,18.94288116
135392,37677,55185,29175,106355,78.45145947,26.15877027,65.52011936,99.13472557,37.69203498,32.76005968
84475,21134,31025,8846,413090,89.5282628,4.867073216,77.81947322,99.88647272,52.80142054,38.90973661
99044,31464,12200,12645,450076,87.23294697,6.534036632,100,99.43869496,74.91518921,53.34144421
151904,82500,19299,7032,427429,95.37076048,16.17872292,100,99.13827884,82.66602591,68.48832157
106742,15720,27583,2147,440475,97.98860805,3.445894848,86.87489461,99.53751409,72.14779562,43.4374473
183238,36305,54259,39573,212617,78.40349709,14.58489005,68.60531113,99.1038657,48.79228108,34.30265556
140759,49469,50857,6284,455465,95.53563182,9.797122,94.54954923,99.8598637,59.40508245,47.27477461
179954,74235,69962,28780,386965,84.00702402,16.09605377,86.38151972,99.70904473,45.12931082,43.19075986
146649,90173,9381,35176,358012,76.01347435,20.11959347,100,99.4741514,69.61656745,65.55278249
21920,71231,76205,34342,469455,0,13.17418983,0,99.35560387,0,0
130307,31264,37010,43691,90284,66.47071915,25.72152565,62.06113256,99.43179138,38.06856117,31.03056628
174540,85312,48916,15954,456166,90.85940186,15.75539542,100,99.58434841,62.83373439,55.85596425
86830,43258,16920,15890,666,81.69987332,98.48374465,100,99.20196904,62.21352067,56.01635379
102054,13249,45654,11830,224779,88.40809767,5.566151881,56.65530014,99.20982502,43.67295745,28.32765007
137371,24686,73838,7766,224504,94.34669617,9.90649705,58.56621849,99.61075265,40.59590452,29.28310924
191277,78241,36962,33919,104151,82.26707863,42.89716654,100,99.33370414,62.94327075,51.9239114
72723,11278,54338,20659,178481,71.59220604,5.943328116,12.3812274,99.6801629,0,6.190613699
70315,53293,35413,36173,115762,48.55578468,31.52406022,73.98421389,99.04460101,0,36.99210695
70285,78029,16593,6575,156113,90.64523013,33.32550333,100,99.49631546,67.03706338,89.02753077
62871,29639,61034,20929,375491,66.7112023,7.315923284,16.77561992,99.72578988,0,8.38780996
107926,83696,11319,19902,142528,81.55958712,36.99695877,100,99.29426963,71.07184552,74.31063877
71752,6396,39294,15410,254399,78.52324674,2.452501007,32.6736537,99.23665353,23.75961646,16.33682685
167183,49049,37992,20013,71194,88.02928527,40.79156375,94.642996,99.51718852,65.3044867,47.321498
117446,43966,18369,32455,368752,72.36602353,10.6527944,94.16072067,99.5658028,56.72564413,47.08036034
146116,35321,11762,38618,291987,73.570314,10.79136471,89.69380492,99.74096678,65.52054532,44.84690246
68075,92339,19138,33358,265443,50.99816379,25.80873269,100,99.78421204,22.88505325,79.26404701
64192,86824,59639,10828,175042,83.13185444,33.15588889,100,99.00960066,0,62.7406842
156032,32262,54324,46649,218270,70.1029276,12.8773969,55.9635203,99.27737912,35.28699241,27.98176015
58576,70612,62580,20920,58578,64.28571429,54.65748123,77.9978148,99.04106602,0,38.9989074
24826,32593,50514,34318,235982,0,12.13553011,0,99.748276,0,0
59685,97017,18853,35478,92674,40.55792913,51.14475647,100,99.47762025,8.970428081,85.75940354
75432,36227,20852,33700,452984,55.32400042,7.405189172,75.70659667,99.56906655,27.68055997,37.85329833
183124,81483,64576,9035,171706,95.06618466,32.18267776,100,99.6238933,59.80264739,52.14936327
136956,44302,35911,11327,379770,91.72946056,10.44681092,97.8562458,99.77192795,65.50863051,48.9281229
131338,74459,66213,7607,82979,94.20807382,47.29417294,100,99.76977553,43.79387534,50.24326547
61587,66386,55148,23406,484395,61.99522627,12.05306646,80.24258366,99.62593101,0,40.12129183
137417,43616,45485,12996,144821,90.54265484,23.1461974,89.18256111,99.22378421,57.44267449,44.59128055
60636,12036,53611,8119,209138,86.61026453,5.441869297,18.04538558,99.72629462,0,9.02269279
156630,12647,52937,8967,241083,94.2750431,4.984432271,68.55200153,99.06810759,60.47755858,34.27600077
107787,40908,71771,6330,214354,94.12730663,16.02588713,65.4939835,99.68730168,27.54135471,32.74699175
77470,67582,42466,28154,302997,63.65819027,18.23686717,96.07848199,99.70896653,8.842132438,48.039241
91979,65072,20604,39903,140862,56.61727133,31.5984733,100,99.66530281,34.21650594,52.4815447
38477,62087,24082,28887,220575,24.92398056,21.9651032,100,99.83227352,0,61.84863685
168538,8948,72651,21328,203359,87.34528712,4.214651425,49.54787644,99.31232524,44.23868801,24.77393822
171601,5890,41103,24934,325734,85.46978164,1.776107881,64.94950496,99.30823863,61.51712403,32.47475248
131596,38833,67611,13194,439699,89.97385939,8.11502679,68.10541354,99.67048682,38.59615794,34.05270677
63281,88649,31773,17937,289758,71.65499913,23.42689221,100,99.86105386,21.44561559,80.76673883
77211,35061,46132,26365,316732,65.85331106,9.96637227,51.51468055,99.47947982,6.105347684,25.75734028
112807,43116,42632,29153,423140,74.15674559,9.247280464,74.58579698,99.0235443,36.3647646,37.29289849
124032,83063,22279,21410,222860,82.73832559,27.15160351,100,99.34849684,64.77602554,65.87251677
58480,88195,42519,21241,198099,63.67818057,30.80574514,100,99.86591784,0,70.89175787
120466,90824,43604,39214,130951,67.44807664,40.95321835,100,99.38919411,31.25197151,53.32292929
173339,79008,68325,14291,43088,91.75546184,64.7097366,97.91852959,99.33131929,52.33848124,48.95926479
168693,28127,63482,6258,418405,96.2903025,6.29898865,75.33211218,99.87469133,58.6586284,37.66605609
56123,20387,47233,19445,313519,65.35288563,6.105610561,17.51866436,99.74013042,0,8.759332181
150282,35684,57143,34603,236244,76.97462105,13.12259127,62.69546586,99.31133353,38.95077255,31.34773293
163721,59604,37415,24936,330836,84.76921104,15.26585391,98.3221456,99.07757199,61.91630884,49.1610728
65655,15619,65517,39564,200574,39.73954764,7.224563237,0,99.8290779,0,0
94012,18818,61166,15583,32009,83.42445645,37.02362917,38.37914309,99.28521836,18.36254946,19.18957154
30518,82479,48044,38869,224362,0,26.88004537,85.47086965,99.47963161,0,42.73543483
185599,20197,48764,7137,303370,96.1546129,6.241983886,80.76282739,99.53351483,69.88076444,40.38141369
160350,48813,49058,40842,408568,74.52946679,10.67228416,74.37667602,99.13921934,43.93514188,37.18833801
131321,20999,24651,2206,165510,98.32014682,11.2589741,95.539175,99.26301996,79.54858705,47.7695875
182899,19616,10931,7041,413526,96.15033434,4.528768856,100,99.71879692,90.17381178,50.44942837
124460,22595,60154,30191,334675,75.7424072,6.324348532,45.56484011,99.0498497,27.41041298,22.78242005
53944,40598,24328,18829,153533,65.095284,20.91268267,95.25619161,99.21878659,19.99666321,47.6280958
34828,87445,8439,29245,242482,16.03020558,26.50434793,100,99.16564259,0,100
57092,23066,46362,36528,159993,36.01905696,12.60030919,0,99.68403233,0,0
84998,48514,64663,40085,221696,52.84006683,17.95418378,33.84079625,99.62221464,0,16.92039813
165643,8126,33526,7145,366276,95.68650652,2.170394389,80.35232397,99.43694727,75.44659297,40.17616199
60289,68178,52671,32784,342068,45.62192108,16.6188092,71.34303107,99.77698362,0,35.67151553
44651,66990,44640,7410,88212,83.404627,43.16310357,100,99.87829362,0,66.72974849
132651,78787,22808,38909,151930,70.66814423,34.14876234,100,99.51123292,53.47415398,56.4341769
82710,92806,75292,44503,464145,46.1939306,16.66322531,67.36912103,99.19169357,0,33.68456051
147969,28124,78104,8271,128194,94.41031567,17.99153009,60.63297042,99.16941934,41.62628659,30.31648521
52557,94722,56987,48631,171850,7.469984969,35.53336434,79.26822307,99.33917074,0,39.63411154
154138,20142,32506,6170,231828,95.99709351,7.993808787,87.97571008,99.80188525,74.90819915,43.98785504
103079,51429,9409,25728,208700,75.04050292,19.77057537,100,99.38187819,65.91255251,57.90267659
133694,14902,76929,12487,174461,90.66001466,7.869541568,44.26526247,99.1746299,33.11891334,22.13263123
71611,14653,53273,11868,226640,83.42712712,6.072699995,29.49686501,99.24661506,9.034924802,14.7484325
121268,57636,64421,39107,326406,67.75159152,15.00773353,62.15654583,99.49225712,14.62875614,31.07827292
130206,15198,27518,23657,435269,81.83109841,3.373832045,72.36916886,99.14330376,60.69689569,36.18458443
135934,87715,70897,36101,287597,73.44225874,23.37122181,85.81443936,99.39967458,21.28680095,42.90721968
164717,84905,5945,39045,256376,76.29570718,24.87832607,100,99.13057817,72.68648652,62.11623573
134695,32683,61934,40135,32992,70.20305134,49.76475067,48.48658079,99.71904731,24.22213148,24.2432904
104891,76720,17379,16631,233277,84.14449285,24.7486266,100,99.65835194,67.57586447,70.35923006
174547,55633,7632,42796,170358,75.48167542,24.61735202,100,99.77016112,71.10921414,51.49100242
187715,9506,23660,8871,352605,95.2742189,2.625161898,87.73406494,99.73924276,82.67000506,43.86703247
26389,66104,53477,16701,129860,36.71226647,33.73272642,84.56174921,99.51831693,0,42.28087461
75869,26512,39340,34313,397625,54.77335934,6.250810469,37.86526776,99.46873746,2.920824052,18.93263388
149625,83799,51817,13181,485612,91.19064327,14.71678629,100,99.27701987,56.5593985,56.28270677
20875,64109,23271,3568,291404,82.90778443,18.03281455,100,99.13698265,0,100
146706,52807,38418,49590,149745,66.19770153,26.07083613,76.005753,99.26863339,40.01063351,38.0028765
70362,85294,46233,32620,7880,53.63974873,91.54270505,100,99.21481562,0,54.57704443
55392,79589,59789,11320,285584,79.56383593,21.79487531,100,99.46179309,0,57.65453495
155763,58132,73715,34647,111422,77.75659175,34.28524246,67.75229034,99.42546584,30.43148886,33.87614517
54717,52750,70104,35850,84054,34.48105708,38.55881407,2.765136978,99.78051141,0,1.382568489
172692,60102,46966,45028,70617,73.92583328,45.97801391,81.53243926,99.38900568,46.72943738,40.76621963
66220,91698,57478,35533,222706,46.3409846,29.16565947,98.01721534,99.2731462,0,49.00860767
23992,8849,32868,7854,91710,67.26408803,8.799809067,0,99.720781,0,0
34443,58382,66489,4722,368190,86.29039282,13.6863179,62.75295416,99.32803653,0,31.37647708
50688,63619,68337,42957,210465,15.25213068,23.21149721,5.944207702,99.08034765,0,2.972103851
170852,80869,77627,31792,321173,81.39208204,20.11456514,83.28963079,99.29306061,35.95685154,41.6448154
191277,74629,20308,19977,95940,89.55598425,43.75296801,100,99.30314385,78.93892104,58.97755611
50253,33110,69187,4867,149324,90.31500607,18.14902924,18.52426721,99.77984469,0,9.262133604
85140,41605,73792,19760,144104,76.79116749,22.40332994,38.98637538,99.14902874,0,19.49318769
51186,95845,74869,12943,359950,74.71378893,21.02809377,100,99.77528955,0,57.84687219
50946,52414,14174,37670,255228,26.05896439,17.0373356,100,99.2884131,0,50.55941585
86470,64817,75297,33914,52217,60.77946108,55.38305108,48.65965075,99.07936964,0,24.32982537
142665,42503,38017,39255,277129,72.48449164,13.2974796,75.6289209,99.59577434,45.83675043,37.81446045
153308,53603,30812,11316,419455,92.61878049,11.33116869,100,99.7254591,72.52067733,53.74246615
189782,71512,45383,11970,441735,93.69276328,13.93325241,100,99.50687074,69.77953652,53.7303327
138571,12071,71777,46919,71466,66.14082312,14.44988448,23.05388573,99.07338241,14.34282786,11.52694287
25383,93436,15228,7030,494033,72.30429815,15.90483923,100,99.80911191,12.31138951,100
192943,43093,42130,23130,3685,88.01200355,92.12236521,88.51111468,99.15802981,66.17653919,44.25555734
168841,82579,78737,2306,446159,98.63421799,15.61813223,100,99.36912252,52.00040275,50.45486582
47104,17446,66387,22269,177955,52.72376019,8.928306406,0,99.33462727,0,0
192553,6934,49315,39775,41860,79.34334962,14.21076362,57.33330564,99.33720733,53.73221918,28.66665282
135721,9843,11654,26574,444585,80.42012658,2.166019699,79.08577155,99.62328855,71.83339351,39.54288577
71258,28332,38115,25378,331509,64.38575318,7.873477453,50.65676836,99.64463092,10.89702209,25.32838418
140707,81675,5517,6487,54342,95.38971053,60.0476411,100,99.81339998,91.46879686,74.75747475
154012,83984,6636,18558,411764,87.95028959,16.94086512,100,99.00084932,83.64153443,69.0861751
49478,32043,9835,44655,466624,9.747766684,6.425730999,54.63236186,99.48740383,0,27.31618093
104976,36493,49221,32502,97133,69.0386374,27.30980498,56.91396129,99.73153248,22.15077732,28.45698064
23818,15069,50979,40742,420638,0,3.458516847,0,99.85074843,0,0
85796,50085,10381,4624,66334,94.61047135,43.02132813,100,99.87880929,82.51083967,70.44384354
116273,47196,11092,49813,92024,57.15858368,33.90030168,88.20964454,99.80718354,47.61896571,44.10482227
72633,76702,5687,17975,335621,75.25229579,18.60240637,100,99.6638026,67.42252144,86.51232911
39122,59220,37169,48860,131907,0,30.98463325,31.47333981,99.05065775,0,15.7366699
29444,59175,39515,2520,472157,91.44138025,11.13710448,100,99.80767926,0,79.10609971
57310,40774,5436,16869,484230,70.56534636,7.766417018,100,99.59580544,61.08009073,66.11324376
76515,70866,49715,38824,220709,49.2596223,24.30455286,76.90256812,99.08434275,0,38.45128406
151948,50335,75707,40297,335196,73.47974307,13.05601884,56.7819254,99.20222411,23.65546108,28.3909627
111394,6294,27599,31802,87283,71.45088604,6.726011734,52.32508035,99.77586331,46.67486579,26.16254017
58467,37603,21337,38371,165402,34.37152582,18.52318908,62.19234782,99.55758776,0,31.09617391
185028,62585,55689,41853,96684,77.3801803,39.29515474,81.10718378,99.38553638,47.28257345,40.55359189
94273,99686,49105,33728,218347,64.22305432,31.34454601,100,99.38254913,12.13496972,58.9384023
98341,22995,20069,19703,152212,79.96461293,13.12447562,82.93997417,99.52142443,59.55705148,41.46998709
84234,69709,25439,32735,441054,61.13802028,13.64801287,100,99.60414353,30.93762614,56.84699765
46100,50939,44075,9293,159654,79.84164859,24.18836334,94.73101952,99.4461533,0,47.36550976
27600,64846,38335,21661,328227,21.51811594,16.49719009,100,99.44417405,0,58.78623188
40456,75893,54324,19477,67818,51.85633775,52.80945787,100,99.09544084,0,52.58552501
148935,46805,75305,36537,192347,75.46782153,19.57123503,56.33195689,99.2259402,24.90549569,28.16597845
23145,86416,8173,14973,191709,35.30784187,31.07092135,100,99.5354212,0,100
173541,36252,72404,8712,384825,94.97986067,8.609351734,74.14789589,99.3732944,53.25830784,37.07394794
181888,48180,76270,45639,426435,74.90818526,10.15138586,59.46461559,99.22684707,32.9757873,29.73230779
185424,71058,22979,10659,389476,94.2515532,15.42947969,100,99.12062897,81.8588748,60.09038744
167012,66002,24395,17494,398638,89.52530357,14.2049759,100,99.87018242,74.91856873,57.21894235
174075,57119,66444,28665,246657,83.53295993,18.80299958,78.17607353,99.79859429,45.36320551,39.08803677
127114,47097,55015,15406,262716,87.88017056,15.20175073,81.65111632,99.87837448,44.60012272,40.82555816
54563,56630,54449,44876,435757,17.7537892,11.50111599,21.75100343,99.15253146,0,10.87550171
196724,29165,32313,45126,231386,77.0612635,11.1935859,75.46105203,99.46947111,60.63571298,37.73052602
121052,25225,66620,7524,121892,93.78448931,17.14621696,59.58844133,99.78312367,38.75028913,29.79422067
79562,55865,34626,26522,435100,66.66499082,11.37861151,93.35989543,99.82191476,23.14421457,46.67994771
95271,75770,71777,15634,18403,83.58996967,80.45830546,87.78117161,99.28651468,8.250149573,43.8905858
74489,5629,6442,4150,263941,94.42870759,2.088140372,93.33727127,99.71118764,85.7804508,46.66863564
118386,77990,64492,3998,380875,96.62291149,16.99628431,100,99.1145832,42.14687548,54.01229875
90412,85665,66005,12914,476264,85.71649781,15.24480851,100,99.64619673,12.71180817,53.73069946
95807,30348,37995,21899,458790,77.14258875,6.204384039,69.16091726,99.17051922,37.48473494,34.58045863
92620,48250,48343,14659,6736,84.1729648,87.74960899,84.07255452,99.78090897,31.97797452,42.03627726
194018,83899,70792,9352,45228,95.17982868,64.97401783,100,99.58805714,58.69249245,50.96769372
119072,90101,17847,22803,236771,80.84940204,27.56461245,100,99.48414419,65.86099167,70.76516729
188232,14556,29179,14448,176412,92.32436568,7.622219429,84.55576098,99.15719177,76.82275065,42.27788049
64145,78037,21657,49551,371146,22.75157846,17.37309738,100,99.20165597,0,55.32309611
169714,28649,18488,19806,406826,88.32977833,6.578793272,94.31690962,99.88453933,77.4361573,47.15845481
193381,34888,49673,15431,81898,92.02041566,29.87344373,84.37488688,99.15940058,66.3338177,42.18744344
174441,30982,20234,31720,169109,81.81620147,15.4839548,87.97759701,99.00248107,70.21686415,43.9887985
75520,33543,75760,41025,113858,45.67664195,22.75629066,0,99.65820023,0,0
69189,20544,55056,22930,286677,66.85889375,6.687042878,16.97813236,99.48394021,0,8.489066181
188708,55850,61155,11051,65288,94.14386248,46.10444287,91.33264091,99.77829132,61.73665133,45.66632045
167982,68221,5006,2472,312236,98.52841376,17.93132995,100,99.5827811,95.54833256,68.08021097
86864,5023,10674,21714,134289,75.00230245,3.605575973,68.49673052,99.65666908,62.71412783,34.24836526
151463,62123,53317,26543,490258,82.4755881,11.2464042,88.28954926,99.42517201,47.2742518,44.14477463
176761,57512,45363,8027,283564,95.4588399,16.86193107,100,99.21692384,69.79537341,51.16598118
168093,61782,53639,16419,121757,90.23219289,33.66151063,95.07653501,99.26156597,58.32188134,47.53826751
98193,65039,49738,16578,90124,83.11692279,41.91656516,98.69949996,99.63399204,32.46361757,49.34974998
180308,70863,63089,20758,263220,88.48747698,21.21119602,92.7989884,99.80780285,53.49790359,46.3994942
171889,54305,59156,26540,42443,84.55980313,56.13035928,81.73763301,99.87690903,50.14457004,40.8688165
153118,72241,36860,48283,77162,68.46680338,48.35311205,91.57381888,99.4681286,44.39386617,45.78690944
144331,96640,32703,36196,247955,74.92153453,28.04451603,100,99.72386994,52.26320056,59.61020155
92785,55327,49976,5687,105325,93.87077653,34.43903593,99.6378725,99.1878833,40.00862208,49.81893625
148667,62831,76353,48527,418892,67.35859337,13.04297283,58.26309806,99.6979638,16.00018834,29.13154903
192032,40525,24616,29202,164186,84.79315947,19.7962005,93.07771621,99.42424293,71.97446259,46.53885811
177763,7686,69535,5986,252384,96.63259508,2.955358173,61.83964042,99.16684358,57.51590601,30.91982021
159427,92545,74251,11933,228667,92.51506959,28.81119012,100,99.25130658,45.94140265,51.99495694
117783,65142,47361,5738,423060,95.12832922,13.34324726,100,99.26646366,54.91794232,55.11236766
53534,40243,28218,15864,85599,70.36649606,31.97898953,92.82885643,99.88282089,17.65606904,46.41442821
39528,10595,43594,34499,128771,12.722627,7.602284632,0,99.63780438,0,0
173707,67230,7768,24800,124255,85.72308543,35.10979972,100,99.26643092,81.25118734,59.97714542
59499,12874,20263,37497,427852,36.97877275,2.921089294,24.56007664,99.24110212,2.922738197,12.28003832
77052,28646,52330,44785,177938,41.87691429,13.86651435,11.13923065,99.084199,0,5.569615325
57624,71630,33466,47768,34249,17.10398445,67.65269789,83.33333333,99.2932018,0,41.66666667
169514,14397,58130,40857,393480,75.89756598,3.529740584,50.09851694,99.52335059,41.60541312,25.04925847
45148,69776,75038,27624,207329,38.81456543,25.1803468,27.1595641,99.70866656,0,13.57978205
106326,13998,70643,31469,1283,70.403288,91.60395262,17.128454,99.03315759,3.963282734,8.564227
192118,62672,15250,46139,33417,75.98403065,65.2228663,100,99.33511974,68.04620077,50.33390937
85606,29903,69750,13962,423260,83.69039553,6.598729376,37.14342453,99.16178928,2.212461743,18.57171226
169232,15990,5119,41558,106640,75.4431786,13.03922368,81.8669046,99.36782113,72.41833696,40.9334523
58818,71518,30525,44642,37324,24.10146554,65.70809063,93.79611683,99.77719499,0,46.89805842
67985,13712,11502,35902,89137,47.1912922,13.33216657,50.44200927,99.65933218,30.27285431,25.22100463
175231,47584,49897,33985,76245,80.60560061,38.42718588,79.28562868,99.72959065,52.13061616,39.64281434
176484,87913,58619,7391,337683,95.81208495,20.65644414,100,99.33935388,62.59717595,56.20537839
140884,11890,50001,23702,418942,83.17623009,2.759776433,56.12489708,99.10734877,47.68532977,28.06244854
172513,59459,68913,14617,411426,91.52701536,12.62707455,86.04684864,99.53407621,51.5804606,43.02342432
56860,56355,47719,6743,365131,88.14104819,13.37055086,100,99.75583315,4.217376011,51.66461484
116537,68617,57421,26844,318227,76.96525567,17.73764101,86.57250487,99.21457403,27.69249251,43.28625243
140744,23159,17453,24199,195494,82.80637185,10.59166808,86.86054112,99.42106979,70.40584323,43.43027056
65504,25234,22504,8675,347903,86.75653395,6.762663579,90.92421837,99.24526724,52.40138007,45.46210918
78229,35734,34590,49707,283100,36.45962495,11.2077131,37.92199824,99.62692061,0,18.96099912
157654,93984,52238,9412,53751,94.02996435,63.61661082,100,99.29514696,60.89537849,60.25473505
86072,48553,49998,38273,321365,55.5337392,13.12534129,53.85491217,99.62142766,0,26.92745608
146392,32787,53982,37876,178641,74.12700148,15.50740678,59.6487513,99.02763487,37.25203563,29.82437565
123800,7012,40639,17307,130061,86.02019386,5.115522386,58.85783522,99.71383419,53.19386107,29.42891761
163943,23078,75338,49624,149601,69.73094307,13.36468245,37.85401024,99.84737775,23.77716645,18.92700512
175236,17098,14252,12261,62304,93.00315004,21.53346263,94.62724554,99.20397682,84.87011801,47.31362277
68535,67055,48599,49346,85276,27.99883271,44.01927382,54.92813891,99.89399418,0,27.46406945
36688,59734,18581,6854,428291,81.31814217,12.23994672,100,99.37055902,30.67215438,96.74416703
173795,67451,25148,2202,251393,98.73299002,21.15485943,100,99.40931158,84.26306856,61.53686815
133586,78801,24132,10611,311679,92.05680236,20.18054702,100,99.42637864,73.99203509,66.4905005
197317,98058,11904,37261,380997,81.11617347,20.46904844,100,99.22214428,75.08324169,62.38945453
196908,55146,28896,30480,292095,84.52068987,15.88118915,97.85178865,99.43589986,69.84581632,48.92589433
78903,68069,22739,48825,173412,38.12022357,28.18813903,95.57051063,99.51089005,9.301293994,47.78525531
182717,98160,16502,41015,147121,77.55271814,40.01940631,100,99.59921366,68.52126513,61.12184416
141857,21580,29183,47983,69030,66.17509182,23.81635581,60.8154691,99.27371192,45.60296637,30.40773455
172999,54633,20349,30761,244211,82.21897236,18.2814445,100,99.62569527,70.45647663,51.01821398
170747,54091,46740,28461,341097,83.33147874,13.68740954,87.63667883,99.58748273,55.95764494,43.81833941
182349,96256,51843,35657,87580,80.44573867,52.35971192,100,99.5937937,52.01509194,52.4008906
78674,65530,58503,9425,291406,88.02018456,18.35903355,96.95197905,99.32310241,13.6588962,48.47598953
170511,65924,37772,48618,72371,71.48688354,47.66911313,87.99725531,99.07816394,49.33464703,43.99862765
155710,38879,23005,10988,265289,92.94329202,12.78208096,100,99.75127739,78.16903218,51.56894226
84915,58708,55141,32250,357282,62.02084437,14.11283925,66.22151563,99.75830948,0,33.11075782
25764,79648,36011,5860,305189,77.25508461,20.69655465,100,99.57103485,0,100
20715,73023,42619,43710,118516,0,38.12435065,35.76635288,99.1577032,0,17.88317644
97690,9278,11104,38479,4832,60.6111168,65.75478384,58.74193879,99.89504712,49.24454908,29.37096939
166645,65829,8368,19380,361171,88.37048816,15.41662763,100,99.48081875,83.34903537,61.42578535
87135,85511,79060,6272,350306,92.80197395,19.62085004,100,99.34222628,2.069202961,50.10271418
65167,25969,11329,45171,498546,30.68424202,4.951050018,53.14960026,99.45059986,13.29967622,26.57480013
60443,60646,41076,27122,291842,55.12797181,17.20512471,87.50558377,99.77337336,0,43.75279189
111534,19751,54774,26302,458010,76.41795327,4.134075406,45.01676619,99.69861555,27.30826474,22.50838309
169768,23972,50840,47896,328289,71.78738043,6.805181385,55.96107629,99.15277904,41.84062957,27.98053815
74323,55355,31985,4069,462386,94.5252479,10.69163926,100,99.77826184,51.49011746,62.98454045
169605,89377,79004,40205,363942,76.29492055,19.71613808,82.41089591,99.59595656,29.71374665,41.20544795
167809,43453,25749,40133,327443,76.08411945,11.7156831,86.63420913,99.09137946,60.7398888,43.31710457
80185,69067,45335,17057,391721,78.72794163,14.9888886,100,99.00871566,22.18993577,54.1622498
33334,61685,69700,26578,282334,20.26759465,17.93069569,0,99.68208607,0,0
43260,70902,16226,32133,435132,25.72122053,14.01131149,100,99.35687064,0,76.05524734
33651,64992,8156,30190,195776,10.2849841,24.92330347,100,99.0020534,0,89.59169118
36244,12012,22003,28420,376034,21.5870213,3.095509295,0,99.33859583,0,0
194683,14446,37335,8574,145230,95.59591747,9.047070317,83.83885599,99.33450781,76.41858817,41.91942799
57564,92223,19337,44772,39666,22.22222222,69.92470941,100,99.04541049,0,74.41977625
